C Mil A,UF,Município,OM,Curso,Entidade,Local,Início,Fim,Carga Horária,Efetivo Inicial,Efetivo Final,Valor hora aula,Valor total
CMN ,MA ,São Luís ,24º BIS ,Movimentação de Produtos Perigosos ,SENAI ,Entidade Parceira,1/8/2022,26/8/2022,50,10,10,"7,5",3750
CMN ,MA ,São Luís ,24º BIS ,Pedreiro de Alvenaria ,SENAI ,Própria OM,5/9/2022,21/10/2022,60,10,10,"8,34",5004
CMN ,MA ,São Luís ,24º BIS ,ELETRICISTA INSTALADOR RESIDENCIAL ,SENAI ,Própria OM,7/11/2022,9/12/2022,60,10,10,"8,34",5004
CML ,MG ,Belo Horizonte ,CPOR / CM - BH ,Eletricista Instalador Predial Baixa Tensão ,SENAI ,Entidade Parceira,1/8/2022,6/10/2022,200,16,16,"5,38",17216
CML ,MG ,Belo Horizonte ,CPOR / CM - BH ,CURSO DE CONDUTORES DE VEÍCULOS DE EMERGÊNCIA ,4º GAAAe ,Própria OM,6/6/2022,10/6/2022,40,3,3,0,0
CML ,MG ,Juiz de Fora ,H Ge JUIZ DE FORA ,Operador de Empilhadeira ,SEST SENAT ,Entidade Parceira,24/10/2022,28/10/2022,16,2,2,"12,5",400
CML ,MG ,Juiz de Fora ,H Ge JUIZ DE FORA ,Operador de Munck ,SEST SENAT ,Entidade Parceira,24/10/2022,28/10/2022,16,2,2,"15,62","499,84"
CML ,MG ,São João Del Rei ,11º BI Mth ,NR 35 - TRABALHO EM ALTURA ,SENAR ,Própria OM,13/5/2022,14/5/2022,16,8,8,0,0
CML ,MG ,São João Del Rei ,11º BI Mth ,Mecânica de motocicletas ,SENAR ,Própria OM,29/8/2022,3/9/2022,48,8,8,0,0
CML ,MG ,São João Del Rei ,11º BI Mth ,Básico de Soldagem eletrodo revestido ,SENAR ,Própria OM,25/4/2022,27/4/2022,24,9,9,0,0
CML ,MG ,São João Del Rei ,11º BI Mth ,NR 35 - TRABALHO EM ALTURA ,SENAR ,Própria OM,13/6/2022,14/6/2022,16,6,6,0,0
CML ,MG ,Belo Horizonte ,12º BIL Mth ,Instalador Hidráulico Predial ,SENAI ,Entidade Parceira,25/7/2022,20/8/2022,160,20,20,"5,15",16480
CML ,MG ,Juiz de Fora ,17º B Log L Mth ,ELETRICISTA DE AUTOMÓVEIS ,SENAI - JUIZ DE FORA ,Própria OM,8/8/2022,30/9/2022,160,10,10,"9,65",15440
CML ,MG ,Juiz de Fora ,17º B Log L Mth ,Desmontagem e montagem de Pneus ,SENAI - JUIZ DE FORA ,Própria OM,30/8/2022,2/9/2022,16,6,6,"34,4","3302,4"
CML ,MG ,Juiz de Fora ,4º GAC L Mth ,"Preparo de Pães, Roscas e Biscoitos ",SENAC ,Própria OM,10/10/2022,14/10/2022,20,20,20,"13,5",5400
CML,MG,Pouso Alegre,14º GAC,"Curso de Motorista Profissional Categoria ""D""",DETRAN /MG,14 GAC,13/2/2022,28/7/2022,50,60,60,"10,36",31080
CML,MG,Juiz de Fora,17º B Log L Mth,"Curso de Motorista Profissional Categoria ""D""",DETRAN /MG,17º B Log L Mth,12/5/2022,08/011/22,50,20,20,"14,49",14490
CML ,MG ,Montes Claros ,55º BI ,Excel Básico ,SEST SENAT ,Entidade Parceira,6/6/2022,6/8/2022,20,10,10,5,1000
CML ,MG ,Montes Claros ,55º BI ,Frentista Abastecedor ,SEST SENAT ,Entidade Parceira,13/6/2022,15/6/2022,20,20,20,"7,5",3000
CML ,MG ,Montes Claros ,55º BI ,Almoxarife ,SEST SENAT ,Entidade Parceira,30/5/2022,2/6/2022,40,15,15,"4,5",2700
CMP ,MG ,Uberlândia ,36º BI Mec ,Web Designer ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,21/3/2022,26/3/2022,18,1,1,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Preparo de Massas ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,7/3/2022,11/3/2022,20,2,2,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Preparo de Bolos e Tortas ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,14/3/2022,18/3/2022,20,2,2,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Preparo de pães roscas e biscoitos ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,21/3/2022,25/3/2022,20,2,2,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Logística ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,28/3/2022,4/4/2022,18,2,2,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Excel ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,7/3/2022,18/3/2022,30,1,1,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,MOVIMENTAÇÃO DE PRODUTOS PERIGOSOS - MOPP ,SEST SENAT ,Entidade Parceira,24/10/2022,28/10/2022,50,5,5,5,1250
CMP ,MG ,Uberlândia ,36º BI Mec ,Transporte Coletivo de Passageiros ,SEST/SENAT ,Entidade Parceira,5/9/2022,6/9/2022,16,5,5,"11,88","950,4"
CMP ,MG ,Uberlândia ,36º BI Mec ,Condutor Veículos de Emergência ,SEST SENAT ,Entidade Parceira,5/9/2022,16/9/2022,16,5,5,"11,88","950,4"
CMP ,MG ,Uberlândia ,36º BI Mec ,Ferramentas de Marketing Digital ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,14/3/2022,21/3/2022,20,2,2,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Tortas de padaria ,SENAI ,Entidade Parceira,12/9/2022,16/9/2022,20,10,10,"21,8",4360
CMP ,MG ,Uberlândia ,36º BI Mec ,Motor Diesel ,SENAI ,Entidade Parceira,5/9/2022,16/9/2022,40,10,10,"15,31",6124
CMP ,MG ,Uberlândia ,36º BI Mec ,"Suspensão, Direção e Freios ",SENAI ,Entidade Parceira,12/9/2022,16/9/2022,40,10,10,"14,59",5836
CMP ,MG ,Uberlândia ,36º BI Mec ,RECEPCIONISTA ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,9/5/2022,4/7/2022,160,1,1,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Boas práticas em manipulação de alimentos ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,23/5/2022,3/6/2022,40,11,11,0,0
CMP ,MG ,Uberlândia ,36º BI Mec ,Mecânico automotivo ,Prefeitura Municipal de Uberlândia ,Entidade Parceira,23/5/2022,16/8/2022,210,2,2,0,0
CML ,MG ,Belo Horizonte ,Cia Cmdo 4ª RM ,PEDREIRO DE ALVENARIA ,SENAI ,Entidade Parceira,3/10/2022,2/12/2022,160,20,20,"5,45",17440
CML ,MG ,Belo Horizonte ,4ª Cia Com L ,ELETRICISTA INSTALADOR PREDIAL BAIXA TENSÃO ,SENAI ,Entidade Parceira,1/8/2022,6/10/2022,200,4,4,"5,38",4304
CMO ,MS ,Corumbá ,Cmdo 18ª Bda Inf Fron ,Eletricista Instalador Residencial ,SENAI - CORUMBÁ/MS ,Entidade Parceira,4/7/2022,16/9/2022,160,30,30,7,33600
CMO ,MS ,Corumbá ,Cmdo 18ª Bda Inf Fron ,Auxiliar de cozinha ,SENAC ,Entidade Parceira,3/10/2022,11/11/2022,160,15,15,7,16800
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,Curso de Operação de Guindauto Munk ,SENAI - MS ,Própria OM,6/6/2022,7/6/2022,16,20,20,"6,28","2009,6"
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,CorelDRAW e Photoshop - Ilustração Digital ,SENAC ,Entidade Parceira,20/6/2022,24/6/2022,40,20,20,7,5600
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,Gestão de Projetos de TI ,SENAC ,Entidade Parceira,28/6/2022,1/7/2022,36,20,20,7,5040
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,NR 10 - Segurança em Instalação e Sv com Elet ,SENAI - MS ,Própria OM,20/6/2022,24/6/2022,40,20,20,"5,8",4640
CMO,MS,Campo Grande,18º B Trnp,"Curso de Motorista Profissional Categoria ""C""",DETRAN /MS,18º B Trnp,13/2/2022,28/7/2022,50,23,23,"15,22",17503
CMO,MS,Campo Grande,18º B Trnp,"Curso de Motorista Profissional Categoria ""D""",DETRAN /MS,18º B Trnp,14/3/2022,16/11/2022,50,43,43,"15,22",32723
CMO,MS,Dourados,28º B Log,"Curso de Motorista Profissional Categoria ""C""",DETRAN /MS,28º B Log,7/3/2022,30/11/2022,50,19,19,"8,75","8312,5"
CMO,MS,Dourados,28º B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /MS,28º B Log,9/6/2022,22/10/2022,50,61,61,"8,75","26687,5"
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,NR 10 - Segurança em Instalação e Sv com Elet ,SENAI - MS ,Própria OM,29/8/2022,2/9/2022,40,20,20,"5,8",4640
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,Operador de Munck ,SENAI - MS ,Própria OM,26/9/2022,27/9/2022,16,20,20,"6,28","2009,6"
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,CorelDRAW e Photoshop - Ilustração Digital ,SENAC ,Entidade Parceira,17/10/2022,21/10/2022,40,1,1,7,280
CMO ,MS ,Dourados ,Cmdo 4ª Bda C Mec ,Segurança em Servidores Linux ,SENAC ,Entidade Parceira,21/11/2022,25/11/2022,36,20,20,7,5040
CMO ,MS ,Campo Grande ,Cmdo CMO ,1 EXCEL COMPLETO ,SENAC ,Entidade Parceira,19/9/2022,27/9/2022,48,20,20,7,6720
CMO ,MS ,Campo Grande ,Cmdo CMO ,2 Alinhamento e Balanceamento de Pneus ,SENAI ,Própria OM,13/9/2022,21/10/2022,40,20,20,"6,5",5200
CMO ,MS ,Campo Grande ,Cmdo CMO ,3 Batidas e Coquetéis ,SENAC ,Entidade Parceira,7/11/2022,11/9/2022,36,20,20,7,5040
CMO ,MS ,Campo Grande ,Cmdo CMO ,4 Mant Básica e Preventiva de Motores Diesel ,SENAI ,Própria OM,13/9/2022,30/9/2022,80,20,20,"6,5",10400
CMO ,MS ,Campo Grande ,Cmdo CMO ,5 Business Inteligence com Power BI ,SENAC ,Entidade Parceira,12/9/2022,16/9/2022,40,20,20,7,5600
CMO ,MS ,Campo Grande ,Cmdo CMO ,6 Mêcanico de Motor a Diesel ,SENAI ,Própria OM,9/8/2022,28/10/2022,260,20,20,"6,5",33800
CMO ,MS ,Campo Grande ,Cmdo CMO ,7 Preparo de Finger Foods ,SENAC ,Entidade Parceira,8/11/2022,10/11/2022,16,20,20,7,2240
CMO ,MS ,Campo Grande ,Cmdo CMO ,8 Manutenção de Bomba Injetora ,SENAI ,Própria OM,5/7/2022,2/9/2022,300,20,20,7,42000
CMO ,MS ,Campo Grande ,Cmdo CMO ,9 Auxiliar de Cozinha ,SENAC ,Entidade Parceira,3/10/2022,11/11/2022,240,15,15,"7,6",27360
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,Transporte de produtos perigosos ,SEST/SENAT ,Entidade Parceira,23/5/2022,27/5/2022,50,30,30,"7,3",10950
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,Condutor de veículos de emergência ,SEST/SENAT ,Entidade Parceira,30/5/2022,3/6/2022,50,30,30,"7,3",10950
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,transporte coletivo de passageiros ,SEST/SENAT ,Entidade Parceira,6/6/2022,10/6/2022,50,30,30,"7,3",10950
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,transporte de cargas indivisíveis ,SEST/SENAT ,Entidade Parceira,13/6/2022,17/6/2022,50,30,30,"7,3",10950
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,ELETRICISTA DE INSTALAÇOES PREDIAIS ,SENAI ,Própria OM,2/5/2022,3/6/2022,160,20,20,10,32000
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,Pedreiro de Alvenaria ,SENAI ,Própria OM,13/6/2022,14/7/2022,160,20,20,0,0
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,Pedreiro de revestimento em argamassa e cerâm ,SENAI ,Própria OM,25/7/2022,19/8/2022,160,20,20,0,0
CMO ,MT ,Cuiabá ,Cmdo 13ª Bda Inf Mtz ,ARMADOR DE FERRO ,SENAI ,Entidade Parceira,18/7/2022,2/9/2022,160,10,10,0,0
CMN ,PA ,Marabá ,Cmdo 23ª Bda Inf Sl ,Mecânica Diesel ,SENAI (MARABÁ-PA) ,Entidade Parceira,30/5/2022,29/7/2022,160,20,20,8,25600
CMN ,PA ,Marabá ,Cmdo 23ª Bda Inf Sl ,Eletricista predial (baixa tensão) ,SENAI (MARABÁ-PA) ,Entidade Parceira,30/5/2022,29/7/2022,160,20,20,8,25600
CMN ,PA ,Tucurui ,23º Esqd C Sl ,PEDREIRO ,Instituto MIX de Profissões ,Própria OM,2/8/2022,30/9/2022,160,10,10,"5,5",8800
CMN ,PA ,Tucurui ,23º Esqd C Sl ,PINTOR DE OBRAS ,Instituto MIX de Profissões ,Própria OM,2/8/2022,30/9/2022,160,10,10,"5,5",8800
CMN ,PA ,Altamira ,51º BIS ,Mecânico de motocicletas ,SENAI - ALTAMIRA ,Entidade Parceira,1/8/2022,27/9/2022,160,3,3,0,0
CMN ,PA ,Altamira ,51º BIS ,Encarregado de Obras e Instalações ,SENAI - ALTAMIRA ,Entidade Parceira,1/8/2022,27/9/2022,160,11,11,0,0
CMN ,PA ,Altamira ,51º BIS ,Mecanico de Motor de Popa ,SENAI - ALTAMIRA ,Entidade Parceira,30/9/2022,30/11/2022,160,2,2,0,0
CMN,PA,Belém,PR Mnt/8,"Curso de Motorista Profissional Categoria ""D""",DETRAN /PA,PR Mnt/8,19/4/2022,17/11/2022,50,44,44,"16,84",37048
CMN,PA,Marabá ,23º B Log Sl,"Curso de Motorista Profissional Categoria ""D""",DETRAN /PA,23º B Log Sl,16/3/2022,26/9/2022,50,4,4,"206,98","41395,32"
CMN ,PA ,Altamira ,51º BIS ,Pedreiro de Alvenaria ,SENAI - ALTAMIRA ,Entidade Parceira,1/8/2022,27/9/2022,160,4,4,0,0
CMN ,PA ,Altamira ,51º BIS ,Eletricista Instalador Predial ,SENAI - ALTAMIRA ,Entidade Parceira,1/8/2022,27/9/2022,160,5,5,0,0
CMN ,PA ,Altamira ,51º BIS ,Eletricista de Redes de Distribuição de Energ ,SENAI - ALTAMIRA ,Entidade Parceira,30/9/2022,14/12/2022,200,2,2,0,0
CMN ,PA ,Altamira ,51º BIS ,Mecânico de veículos leves ,SENAI - ALTAMIRA ,Entidade Parceira,1/8/2022,27/9/2022,160,1,1,0,0
CMN ,PA ,Altamira ,51º BIS ,Assistente Administrativo ,SENAI - ALTAMIRA ,Entidade Parceira,30/9/2022,30/11/2022,160,5,5,0,0
CMN ,PA ,Itaituba ,53º BIS ,Excel básico e avançado ,SENAI ,Própria OM,31/5/2022,29/6/2022,80,1,1,0,0
CMN ,PA ,Santarém ,8º BEC ,Transporte Coletivo de Passageiros ,SEST SENAT - Santarém ,Entidade Parceira,4/7/2022,22/7/2022,50,10,10,"7,9",3950
CMN ,PA ,Santarém ,8º BEC ,MOPP ,SEST SENAT - Santarém ,Entidade Parceira,11/7/2022,22/4/2022,60,10,10,8,4800
CMN ,PA ,Santarém ,8º BEC ,Condutor de veículos de emergência ,SEST SENAT - Santarém ,Entidade Parceira,18/4/2022,29/7/2022,50,10,10,"6,8",3400
CMN ,PA ,Santarém ,8º BEC ,Operador de Munck ,SEST SENAT - Santarém ,Entidade Parceira,25/7/2022,5/8/2022,60,8,8,7,3360
CMN ,PA ,Santarém ,8º BEC ,Op Caminhão Basculante ,SEST SENAT - Santarém ,Entidade Parceira,8/8/2022,19/8/2022,40,10,10,6,2400
CMN ,PA ,Belém ,Cmdo CMN ,Estoquista ,SENAC ,Entidade Parceira,13/6/2022,5/8/2022,160,20,20,3,9600
CMN ,PA ,Belém ,Cmdo CMN ,Garçom ,SENAC ,Entidade Parceira,4/7/2022,16/9/2022,240,15,15,5,18000
CMN ,PA ,Belém ,Cmdo CMN ,Mecânica Diesel ,SENAI ,Entidade Parceira,4/7/2022,26/8/2022,160,10,10,"9,54",15264
CMN ,PA ,Belém ,Cmdo CMN ,Eletricista Instalador de Baixa Tensão ,SENAI ,Entidade Parceira,1/8/2022,23/9/2022,160,10,10,"9,54",15264
CMN ,PA ,Belém ,Cmdo CMN ,MECÂNICO DE MOTORES CICLO OTTO ,SENAI ,Entidade Parceira,1/8/2022,23/9/2022,160,10,10,"9,54",15264
CMN ,PA ,Belém ,Cmdo CMN ,Auxiliar de Cozinha ,SENAC ,Entidade Parceira,4/7/2022,23/9/2022,240,20,20,6,28800
CMN ,PA ,Belém ,Cmdo CMN ,Pedreiro de Alvenaria ,SENAI ,Entidade Parceira,30/5/2022,22/7/2022,160,20,20,0,0
CMN ,PA ,Belém ,Cmdo CMN ,INSTALADOR HIDRÁULICO ,SENAI ,Entidade Parceira,30/5/2022,22/7/2022,160,20,20,0,0
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Eletricista Baixa tensão ,SENAI ,Entidade Parceira,25/7/2022,26/8/2022,160,20,20,"4,38",14016
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Pedreiro de Alvenaria ,SENAI ,Entidade Parceira,25/7/2022,26/8/2022,200,20,20,4,16000
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Carpinteiros de Obra ,SENAI ,Entidade Parceira,25/7/2022,26/8/2022,160,20,20,"5,31",16992
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,transporte coletivo de passageiros ,SEST SENAT ,Entidade Parceira,4/7/2022,8/8/2022,50,15,15,8,6000
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Condutor de veículos de emergência ,SEST SENAT ,Entidade Parceira,4/7/2022,8/7/2022,50,15,15,8,6000
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Movimentação de Produtos Perigosos ,SEST SENAT ,Entidade Parceira,4/7/2022,8/7/2022,50,15,15,8,6000
CMNE,PB,João Pessoa,1º Gpt E,"Curso de Motorista Profissional Categoria ""C""",DETRAN /PB,1º Gpt E,12/5/2022,08/011/22,50,15,15,"6,39","4792,5"
CMNE,PB,João Pessoa,1º Gpt E,"Curso de Motorista Profissional Categoria ""D""",DETRAN /PB,1º Gpt E,18/5/2022,29/11/2022,50,4,4,"6,39",1278
CMNE,PB,João Pessoa,1º Gpt E,"Curso de Motorista Profissional Categoria ""E""",DETRAN /PB,1º Gpt E,17/2/2022,30/6/2022,50,81,81,"6,39","25879,5"
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Transporte de Cargas Indivisíveis ,SEST SENAT ,Entidade Parceira,1/8/2022,5/8/2022,50,15,15,8,6000
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Instalador Hidráulico ,SENAI ,Entidade Parceira,6/6/2022,20/6/2022,160,32,32,0,0
CMNE ,PB ,João Pessoa ,Cmdo 1º Gpt E ,Montador e Reparador de Computador ,SENAC ,Entidade Parceira,4/7/2022,18/7/2022,168,20,20,6,20160
CMNE ,PB ,Rio Tinto ,TG 07-001 ,Garçom ,SENAC-PB ,Entidade Parceira,4/4/2022,24/6/2022,240,20,20,0,0
CMNE ,PB ,Rio Tinto ,TG 07-001 ,PIZZAIOLO ,SENAC-PB ,Entidade Parceira,4/4/2022,8/4/2022,20,20,20,0,0
CMNE ,PB ,Patos ,TG 07-002 ,Garçom ,SENAC-PB ,Entidade Parceira,4/4/2022,24/6/2022,240,20,20,0,0
CMNE ,PB ,Patos ,TG 07-002 ,Pizzaiolo ,SENAC-PB ,Entidade Parceira,4/4/2022,8/4/2022,20,30,30,0,0
CMNE ,PB ,Patos ,TG 07-002 ,CORELDRAW ,SENAC-PB ,Entidade Parceira,4/4/2022,20/4/2022,50,20,20,0,0
CMNE ,PB ,Patos ,TG 07-002 ,Operador de Computador ,SENAC-PB ,Entidade Parceira,2/5/2022,8/7/2022,196,35,35,0,0
CMNE ,PB ,Patos ,TG 07-002 ,Cozinha Conteporânea ,SENAC-PB ,Entidade Parceira,2/5/2022,13/5/2022,40,20,20,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Manutenção Hidráulica Predial ,SENAI ,Entidade Parceira,4/7/2022,8/7/2022,20,20,20,"6,5",2600
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Cozinha Brasileira ,SENAC ,Própria OM,4/7/2022,22/7/2022,60,20,20,8,9600
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Manutenção Hidráulica Predial ,SENAI ,Entidade Parceira,4/7/2022,8/7/2022,20,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Cozinha Brasileira ,SENAC ,Própria OM,4/7/2022,22/7/2022,60,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Técnicas de Guiamento em Turismo ,SENAC ,Entidade Parceira,1/8/2022,19/8/2022,60,20,20,9,10800
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Técnicas de Guiamento em Turismo ,SENAC ,Entidade Parceira,1/8/2022,19/8/2022,60,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Eletricista de Automóveis ,SENAI ,Própria OM,4/7/2022,5/8/2022,200,20,20,"6,43",25720
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Eletricista de Automóveis ,SENAI ,Própria OM,4/7/2022,5/8/2022,200,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Programador de Sistemas ,SENAC ,Entidade Parceira,4/7/2022,9/9/2022,200,20,20,5,20000
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Programador de Sistemas ,SENAC ,Entidade Parceira,4/7/2022,9/9/2022,200,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Padeiro ,SENAC ,Própria OM,4/7/2022,17/8/2022,260,20,20,"4,5",23400
CMNE,PE,Recife ,PR Mnt/7,"Curso de Motorista Profissional Categoria ""C""",DETRAN /PE,PR Mnt/7,7/3/2022,30/11/2022,50,14,14,"49,51",34657
CMNE,PE,Recife ,PR Mnt/7,"Curso de Motorista Profissional Categoria ""D""",DETRAN /PE,PR Mnt/7,2/3/2022,18/7/2022,50,5,5,"49,51","12377,5"
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Padeiro ,SENAC ,Própria OM,4/7/2022,17/8/2022,260,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Instalações Elétricas Residenciais ,SENAI ,Entidade Parceira,4/7/2022,15/7/2022,40,20,20,"9,75",7800
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Instalações Elétricas Residenciais ,SENAI ,Entidade Parceira,4/7/2022,15/7/2022,40,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,TORNEIRO MECÂNICO ,SENAI ,Entidade Parceira,4/7/2022,2/9/2022,180,20,20,"6,44",23184
CMNE ,PE ,Recife ,Cmdo 7ª RM ,TORNEIRO MECÂNICO ,SENAI ,Entidade Parceira,4/7/2022,2/9/2022,180,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Pintura Automotiva ,SENAI ,Própria OM,4/7/2022,29/7/2022,80,20,20,"6,44",10304
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Pintura Automotiva ,SENAI ,Própria OM,4/7/2022,29/7/2022,80,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Eletricista Instalador Predial Baixa Tensão ,SENAI ,Entidade Parceira,4/7/2022,9/9/2022,200,20,20,"6,43",25720
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Eletricista Instalador Predial Baixa Tensão ,SENAI ,Entidade Parceira,4/7/2022,9/9/2022,200,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Refrigeração e Climatização Residencial ,SENAI ,Própria OM,4/7/2022,10/8/2022,220,20,20,6,26400
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Refrigeração e Climatização Residencial ,SENAI ,Própria OM,4/7/2022,10/8/2022,220,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Gestão de Estoque ,SENAI ,Entidade Parceira,4/7/2022,13/7/2022,32,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Boas práticas fabricação alimentos e bebidas ,SENAI ,Própria OM,4/7/2022,13/7/2022,30,20,20,5,3000
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Boas práticas fabricação alimentos e bebidas ,SENAI ,Própria OM,4/7/2022,13/7/2022,30,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Instalador e reparador redes de computadores ,SENAI ,Entidade Parceira,4/7/2022,16/9/2022,220,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Auxiliar de cozinha ,SENAC ,Própria OM,4/7/2022,12/8/2022,240,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Web Designer ,SENAC ,Entidade Parceira,4/7/2022,26/8/2022,160,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Garçom ,SENAC ,Entidade Parceira,4/7/2022,23/9/2022,240,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Produção de imagens para meios digitais ,SENAC ,Entidade Parceira,4/7/2022,15/7/2022,40,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Mecânica Diesel ,SENAI ,Entidade Parceira,4/7/2022,15/7/2022,40,20,20,"6,5",5200
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Mecânica Diesel ,SENAI ,Entidade Parceira,4/7/2022,15/7/2022,40,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Atendimento Pré-Hospitalar ,SENAC ,Própria OM,4/7/2022,29/7/2022,80,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Técnicas de panificação com boas práticas ,SENAI ,Própria OM,4/7/2022,5/8/2022,100,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Condutor de veículos de emergência ,SENAI ,Entidade Parceira,4/7/2022,20/7/2022,50,20,20,"7,4",7400
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Condutor de veículos de emergência ,SENAI ,Entidade Parceira,4/7/2022,20/7/2022,50,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,CULINÁRIA REGIONAL ,SENAC ,Entidade Parceira,4/7/2022,18/7/2022,45,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Montador e Reparador de Computador ,SENAI ,Entidade Parceira,4/7/2022,26/8/2022,160,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Instalação e manutenção de computador ,SENAI ,Entidade Parceira,4/7/2022,1/8/2022,84,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Técnicas para montagem DRYWALL ,SENAI ,Entidade Parceira,4/7/2022,22/7/2022,60,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Soldador estruturas metálicas no processo MIG ,SENAI ,Entidade Parceira,4/7/2022,23/8/2022,292,5,5,0,0
CMNE ,PE ,Recife ,Cmdo 7ª RM ,Técnicas de inspeção e armazenamento ,SENAI ,Entidade Parceira,4/7/2022,5/8/2022,100,5,5,0,0
CMNE ,PE ,Petrolina ,72º BI Mtz ,Téc. Panificação com Boas Práticas de Fab. ,SENAI - Petrolina ,Própria OM,27/6/2022,1/7/2022,20,20,20,"14,02",5608
